category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0060760	0.596322277473745	0.999999974999417	6	6	positive regulation of response to cytokine stimulus	BP	0.973351229037337	1
GO:1903265	0.596322277473745	0.999999974999417	6	6	positive regulation of tumor necrosis factor-mediated signaling pathway	BP	0.973351229037337	1
GO:0051256	0.59648467468371	0.999999975009248	6	6	mitotic spindle midzone assembly	BP	0.973351229037337	1
GO:0008146	0.596533828138113	0.761354014479255	15	16	sulfotransferase activity	MF	0.973351229037337	1
GO:0071243	0.596744696502392	0.99999997502536	6	6	cellular response to arsenic-containing substance	BP	0.973351229037337	1
GO:0009407	0.5968054035736	0.999999975029186	6	6	toxin catabolic process	BP	0.973351229037337	1
GO:0042178	0.5968054035736	0.999999975029186	6	6	xenobiotic catabolic process	BP	0.973351229037337	1
GO:0046701	0.5968054035736	0.999999975029186	6	6	insecticide catabolic process	BP	0.973351229037337	1
GO:0033404	0.596907628815718	0.799671332101054	3	4	UUG codon-amino acid adaptor activity	MF	0.973351229037337	1
GO:0071907	0.597014833767615	0.999999975042217	6	6	determination of digestive tract left/right asymmetry	BP	0.973351229037337	1
GO:0006677	0.597159337984355	0.99999997505091	6	6	glycosylceramide metabolic process	BP	0.973351229037337	1
GO:0071569	0.59719059181619	0.999999975059541	4	4	protein ufmylation	BP	0.973351229037337	1
GO:0043392	0.597243202026179	0.999999975056024	6	6	negative regulation of DNA binding	BP	0.973351229037337	1
GO:0005853	0.597254037441209	0.999999975050642	5	5	eukaryotic translation elongation factor 1 complex	CC	0.973351229037337	1
GO:0045744	0.597437342721476	0.999999975067958	6	6	negative regulation of G protein-coupled receptor signaling pathway	BP	0.973351229037337	1
GO:0006359	0.597471701265825	0.999999975069944	6	6	regulation of transcription by RNA polymerase III	BP	0.973351229037337	1
GO:0038004	0.597533479626176	0.999999975073637	6	6	epidermal growth factor receptor ligand maturation	BP	0.973351229037337	1
GO:0005213	0.597579392684783	0.999999975083193	4	4	structural constituent of egg chorion	MF	0.973351229037337	1
GO:0051305	0.597661300001834	0.999999975076485	5	5	chromosome movement towards spindle pole	BP	0.973351229037337	1
GO:0045921	0.597724282176754	0.999999975086204	6	6	positive regulation of exocytosis	BP	0.973351229037337	1
GO:0005826	0.597951995217951	0.999999975099502	6	6	actomyosin contractile ring	CC	0.973351229037337	1
GO:0034657	0.598069896425935	0.999999975107003	6	6	GID complex	CC	0.973351229037337	1
GO:0017080	0.598078689945557	0.999999975107432	6	6	sodium channel regulator activity	MF	0.973351229037337	1
GO:0005246	0.598141112916761	0.999999975110871	6	6	calcium channel regulator activity	MF	0.973351229037337	1
GO:0016715	0.598330420137356	0.999999975122712	6	6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	MF	0.973351229037337	1
GO:0007147	0.598373376801836	0.999999975125115	6	6	female meiosis II	BP	0.973351229037337	1
GO:0001056	0.598389832111723	0.767121467103151	9	10	RNA polymerase III activity	MF	0.973351229037337	1
GO:2001135	0.598463028703405	0.999999975130733	6	6	regulation of endocytic recycling	BP	0.973351229037337	1
GO:0048262	0.598476572831421	0.999999975131551	6	6	determination of dorsal/ventral asymmetry	BP	0.973351229037337	1
GO:0046831	0.598567193963052	0.999999975137613	6	6	regulation of RNA export from nucleus	BP	0.973351229037337	1
GO:0009750	0.59860216237782	0.9999999751343	5	5	response to fructose	BP	0.973351229037337	1
GO:0050911	0.598623353226843	0.558465514572524	66	73	detection of chemical stimulus involved in sensory perception of smell	BP	0.973351229037337	1
GO:0001726	0.598659739964848	0.999999975142861	6	6	ruffle	CC	0.973351229037337	1
GO:0042059	0.598755077545348	0.633999639030892	32	35	negative regulation of epidermal growth factor receptor signaling pathway	BP	0.973351229037337	1
GO:1901185	0.598755077545348	0.633999639030892	32	35	negative regulation of ERBB signaling pathway	BP	0.973351229037337	1
GO:0034755	0.598805175420664	0.999999975151945	6	6	iron ion transmembrane transport	BP	0.973351229037337	1
GO:0010898	0.598873491494499	0.999999975150896	5	5	positive regulation of triglyceride catabolic process	BP	0.973351229037337	1
GO:0050996	0.598873491494499	0.999999975150896	5	5	positive regulation of lipid catabolic process	BP	0.973351229037337	1
GO:0019359	0.598936624200107	0.999999975160386	6	6	nicotinamide nucleotide biosynthetic process	BP	0.973351229037337	1
GO:0019363	0.598936624200107	0.999999975160386	6	6	pyridine nucleotide biosynthetic process	BP	0.973351229037337	1
GO:0031528	0.598992424327058	0.999999975163382	6	6	microvillus membrane	CC	0.973351229037337	1
GO:0015014	0.599013124255531	0.999999975164972	6	6	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	BP	0.973351229037337	1
GO:0030127	0.599089520955533	0.999999975169364	6	6	COPII vesicle coat	CC	0.973351229037337	1
GO:1904659	0.599110746589715	0.999999975170621	6	6	glucose transmembrane transport	BP	0.973351229037337	1
GO:0048636	0.599111588016142	0.999999975170722	6	6	positive regulation of muscle organ development	BP	0.973351229037337	1
GO:0042585	0.599174170355223	0.999999975175237	6	6	germinal vesicle	CC	0.973351229037337	1
GO:0060563	0.599188559332598	0.999999975175538	6	6	neuroepithelial cell differentiation	BP	0.973351229037337	1
GO:0061101	0.599188559332598	0.999999975175538	6	6	neuroendocrine cell differentiation	BP	0.973351229037337	1
GO:0051881	0.599204259740034	0.999999975171161	5	5	regulation of mitochondrial membrane potential	BP	0.973351229037337	1
GO:0031391	0.599281477216338	0.99999997517575	5	5	Elg1 RFC-like complex	CC	0.973351229037337	1
GO:0005663	0.599281477216684	0.999999975175403	5	5	DNA replication factor C complex	CC	0.973351229037337	1
GO:0048073	0.599474899295618	0.999999975193406	6	6	regulation of eye pigmentation	BP	0.973351229037337	1
GO:0048076	0.599474899295618	0.999999975193406	6	6	regulation of compound eye pigmentation	BP	0.973351229037337	1
GO:0005080	0.599534024381326	0.999999975197733	6	6	protein kinase C binding	MF	0.973351229037337	1
GO:0034450	0.599581977083669	0.999999975200006	6	6	ubiquitin-ubiquitin ligase activity	MF	0.973351229037337	1
GO:0006622	0.599617071978918	0.999999975201961	6	6	protein targeting to lysosome	BP	0.973351229037337	1
GO:0051446	0.599708964983757	0.999999975207713	6	6	positive regulation of meiotic cell cycle	BP	0.973351229037337	1
GO:0038201	0.599835181225931	0.999999975215271	6	6	TOR complex	CC	0.973351229037337	1
GO:1903391	0.599841094316992	0.999999975215896	6	6	regulation of adherens junction organization	BP	0.973351229037337	1
GO:0043703	0.600064696703281	0.999999975228983	6	6	photoreceptor cell fate determination	BP	0.973351229037337	1
GO:0048865	0.600064696703281	0.999999975228983	6	6	stem cell fate commitment	BP	0.973351229037337	1
GO:0000235	0.600189344075028	0.999999975237634	6	6	astral microtubule	CC	0.973351229037337	1
GO:0032580	0.600456711508812	0.999999975253928	6	6	Golgi cisterna membrane	CC	0.973351229037337	1
GO:0004743	0.600580798719806	0.999999975261271	6	6	pyruvate kinase activity	MF	0.973351229037337	1
GO:0030955	0.600580798719806	0.999999975261271	6	6	potassium ion binding	MF	0.973351229037337	1
GO:0031420	0.600580798719806	0.999999975261271	6	6	alkali metal ion binding	MF	0.973351229037337	1
GO:0042676	0.60061647411097	0.999999975262967	6	6	compound eye cone cell fate commitment	BP	0.973351229037337	1
GO:0006654	0.600657181361425	0.999999975265821	6	6	phosphatidic acid biosynthetic process	BP	0.973351229037337	1
GO:0014812	0.600676116234855	0.999999975267458	6	6	muscle cell migration	BP	0.973351229037337	1
GO:0035999	0.600787338871869	0.999999975267985	5	5	tetrahydrofolate interconversion	BP	0.973351229037337	1
GO:0002090	0.600828782996958	0.99999997527691	6	6	regulation of receptor internalization	BP	0.973351229037337	1
GO:0140058	0.600991161985683	0.999999975286753	6	6	neuron projection arborization	BP	0.973351229037337	1
GO:0150011	0.600991161985683	0.999999975286753	6	6	regulation of neuron projection arborization	BP	0.973351229037337	1
GO:0031233	0.601069211871525	0.999999975291136	6	6	intrinsic component of external side of plasma membrane	CC	0.973351229037337	1
GO:1901796	0.601128119600387	0.999999975289716	5	5	regulation of signal transduction by p53 class mediator	BP	0.973351229037337	1
GO:0009156	0.601192349559615	0.758797074510246	14	15	ribonucleoside monophosphate biosynthetic process	BP	0.973351229037337	1
GO:0099095	0.60134237880314	0.999999975308373	6	6	ligand-gated anion channel activity	MF	0.973351229037337	1
GO:0070776	0.601357085533958	0.999999975303234	5	5	MOZ/MORF histone acetyltransferase complex	CC	0.973351229037337	1
GO:0070536	0.601453535834142	0.999999975315488	6	6	protein K63-linked deubiquitination	BP	0.973351229037337	1
GO:0046339	0.601509269544483	0.999999975318218	6	6	diacylglycerol metabolic process	BP	0.973351229037337	1
GO:0008241	0.601538353948182	0.999999975320358	6	6	peptidyl-dipeptidase activity	MF	0.973351229037337	1
GO:0046040	0.601617210691351	0.999999975325134	6	6	IMP metabolic process	BP	0.973351229037337	1
GO:0010889	0.601662029202868	0.999999975327869	6	6	regulation of sequestering of triglyceride	BP	0.973351229037337	1
GO:0097104	0.601689033032941	0.99999997532969	6	6	postsynaptic membrane assembly	BP	0.973351229037337	1
GO:0001222	0.601698179453903	0.999999975330529	6	6	transcription corepressor binding	MF	0.973351229037337	1
GO:0000805	0.601720688246787	0.99999997533166	6	6	X chromosome	CC	0.973351229037337	1
GO:0016456	0.601720688246787	0.99999997533166	6	6	X chromosome located dosage compensation complex, transcription activating	CC	0.973351229037337	1
GO:0046536	0.601720688246787	0.99999997533166	6	6	dosage compensation complex	CC	0.973351229037337	1
GO:0009713	0.601742691295841	0.999999975332872	6	6	catechol-containing compound biosynthetic process	BP	0.973351229037337	1
GO:0042423	0.601742691295841	0.999999975332872	6	6	catecholamine biosynthetic process	BP	0.973351229037337	1
GO:0045174	0.601952619662224	0.999999975351714	4	4	glutathione dehydrogenase (ascorbate) activity	MF	0.973351229037337	1
GO:0090435	0.602009982512654	0.999999975349122	6	6	protein localization to nuclear envelope	BP	0.973351229037337	1
GO:0030507	0.602080246288374	0.999999975353596	6	6	spectrin binding	MF	0.973351229037337	1
GO:0006646	0.602104916672979	0.999999975355011	6	6	phosphatidylethanolamine biosynthetic process	BP	0.973351229037337	1
GO:0046337	0.602104916672979	0.999999975355011	6	6	phosphatidylethanolamine metabolic process	BP	0.973351229037337	1
GO:0015929	0.602161979133309	0.999999975359437	6	6	hexosaminidase activity	MF	0.973351229037337	1
GO:0050922	0.602205420427359	0.999999975361377	6	6	negative regulation of chemotaxis	BP	0.973351229037337	1
GO:0001956	0.602214406351532	0.999999975362191	6	6	positive regulation of neurotransmitter secretion	BP	0.973351229037337	1
GO:0051590	0.602214406351532	0.999999975362191	6	6	positive regulation of neurotransmitter transport	BP	0.973351229037337	1
GO:0042691	0.602255414199865	0.999999975364512	6	6	positive regulation of crystal cell differentiation	BP	0.973351229037337	1
GO:0016406	0.602266258407845	0.999999975365237	6	6	carnitine O-acyltransferase activity	MF	0.973351229037337	1
GO:0051127	0.602285327777793	0.999999975365999	6	6	positive regulation of actin nucleation	BP	0.973351229037337	1
GO:0003997	0.602305763212933	0.999999975367799	6	6	acyl-CoA oxidase activity	MF	0.973351229037337	1
GO:0030204	0.602355211789635	0.999999975370803	6	6	chondroitin sulfate metabolic process	BP	0.973351229037337	1
GO:0004983	0.602363234825652	0.999999975371579	6	6	neuropeptide Y receptor activity	MF	0.973351229037337	1
GO:0051340	0.602367186867932	0.999999975365583	5	5	regulation of ligase activity	BP	0.973351229037337	1
GO:0051351	0.602367186867932	0.999999975365583	5	5	positive regulation of ligase activity	BP	0.973351229037337	1
GO:2000370	0.602372682011149	0.999999975371874	6	6	positive regulation of clathrin-dependent endocytosis	BP	0.973351229037337	1
GO:0016048	0.602373672149395	0.999999975371779	6	6	detection of temperature stimulus	BP	0.973351229037337	1
GO:0050951	0.602373672149395	0.999999975371779	6	6	sensory perception of temperature stimulus	BP	0.973351229037337	1
GO:0050961	0.602373672149395	0.999999975371779	6	6	detection of temperature stimulus involved in sensory perception	BP	0.973351229037337	1
GO:0007487	0.602373795023314	0.999999975371773	6	6	analia development	BP	0.973351229037337	1
GO:0035161	0.602373795023554	0.999999975371573	6	6	imaginal disc lineage restriction	BP	0.973351229037337	1
GO:0099022	0.602374060099425	0.999999975372313	6	6	vesicle tethering	BP	0.973351229037337	1
GO:1902292	0.602374090183397	0.99999997537216	6	6	cell cycle DNA replication initiation	BP	0.973351229037337	1
GO:1902315	0.602374090183397	0.99999997537216	6	6	nuclear cell cycle DNA replication initiation	BP	0.973351229037337	1
GO:1902975	0.602374090183397	0.99999997537216	6	6	mitotic DNA replication initiation	BP	0.973351229037337	1
GO:0016500	0.602374313030114	0.999999975372218	6	6	protein-hormone receptor activity	MF	0.973351229037337	1
GO:0022849	0.602374313030114	0.999999975372218	6	6	glutamate-gated calcium ion channel activity	MF	0.973351229037337	1
GO:0045317	0.602374313030114	0.999999975372218	6	6	equator specification	BP	0.973351229037337	1
GO:0150008	0.602374313030114	0.999999975372218	6	6	bulk synaptic vesicle endocytosis	BP	0.973351229037337	1
GO:0061689	0.602374313030177	0.999999975372154	6	6	tricellular tight junction	CC	0.973351229037337	1
GO:0005518	0.602374313030295	0.999999975372037	6	6	collagen binding	MF	0.973351229037337	1
GO:0042813	0.602374313030295	0.999999975372037	6	6	Wnt receptor activity	MF	0.973351229037337	1
GO:0046580	0.602374313030295	0.999999975372037	6	6	negative regulation of Ras protein signal transduction	BP	0.973351229037337	1
GO:0048383	0.602374313030295	0.999999975372037	6	6	mesectoderm development	BP	0.973351229037337	1
GO:0052742	0.602374313030295	0.999999975372037	6	6	phosphatidylinositol kinase activity	MF	0.973351229037337	1
GO:0071921	0.602374313030295	0.999999975372037	6	6	cohesin loading	BP	0.973351229037337	1
GO:1904427	0.602374313030295	0.999999975372037	6	6	positive regulation of calcium ion transmembrane transport	BP	0.973351229037337	1
GO:0070411	0.602374313030403	0.999999975371928	6	6	I-SMAD binding	MF	0.973351229037337	1
GO:0046665	0.602374313030419	0.999999975372218	6	6	amnioserosa maintenance	BP	0.973351229037337	1
GO:0015026	0.602374313030467	0.999999975371865	6	6	coreceptor activity	MF	0.973351229037337	1
GO:0040037	0.602374313030468	0.999999975371864	6	6	negative regulation of fibroblast growth factor receptor signaling pathway	BP	0.973351229037337	1
GO:0045198	0.602374313030468	0.999999975371864	6	6	establishment of epithelial cell apical/basal polarity	BP	0.973351229037337	1
GO:0004114	0.602374313030585	0.999999975371746	6	6	3',5'-cyclic-nucleotide phosphodiesterase activity	MF	0.973351229037337	1
GO:0004989	0.602374313030585	0.999999975371746	6	6	octopamine receptor activity	MF	0.973351229037337	1
GO:0005001	0.602374313030585	0.999999975371746	6	6	transmembrane receptor protein tyrosine phosphatase activity	MF	0.973351229037337	1
GO:0016342	0.602374313030585	0.999999975371746	6	6	catenin complex	CC	0.973351229037337	1
GO:0019198	0.602374313030585	0.999999975371746	6	6	transmembrane receptor protein phosphatase activity	MF	0.973351229037337	1
GO:0042908	0.602374313030585	0.999999975371746	6	6	xenobiotic transport	BP	0.973351229037337	1
GO:0050995	0.602374313030585	0.999999975371746	6	6	negative regulation of lipid catabolic process	BP	0.973351229037337	1
GO:0070700	0.602374313030585	0.999999975371746	6	6	BMP receptor binding	MF	0.973351229037337	1
GO:0070831	0.602374313030585	0.999999975371746	6	6	basement membrane assembly	BP	0.973351229037337	1
GO:0140326	0.602374313030585	0.999999975371746	6	6	ATPase-coupled intramembrane lipid transporter activity	MF	0.973351229037337	1
GO:0045762	0.602374313030649	0.999999975371683	6	6	positive regulation of adenylate cyclase activity	BP	0.973351229037337	1
GO:0098703	0.602374313030693	0.999999975371638	6	6	calcium ion import across plasma membrane	BP	0.973351229037337	1
GO:0035213	0.602374313030708	0.999999975371928	6	6	clypeo-labral disc development	BP	0.973351229037337	1
GO:0048728	0.602374313030708	0.999999975371928	6	6	proboscis development	BP	0.973351229037337	1
GO:0005078	0.602374313030757	0.999999975371575	6	6	MAP-kinase scaffold activity	MF	0.973351229037337	1
GO:0005104	0.602374313031063	0.999999975371574	6	6	fibroblast growth factor receptor binding	MF	0.973351229037337	1
GO:0016332	0.602374313031063	0.999999975371574	6	6	establishment or maintenance of polarity of embryonic epithelium	BP	0.973351229037337	1
GO:0060027	0.602374313031071	0.999999975371928	6	6	convergent extension involved in gastrulation	BP	0.973351229037337	1
GO:0061177	0.602374313031071	0.999999975371928	6	6	type Is terminal bouton	CC	0.973351229037337	1
GO:0098734	0.602396573806422	0.999999975366814	5	5	macromolecule depalmitoylation	BP	0.973351229037337	1
GO:0008080	0.602887100934812	0.582270201806492	45	50	N-acetyltransferase activity	MF	0.973351229037337	1
GO:0030555	0.603466998927133	0.630324628063302	9	13	RNA modification guide activity	MF	0.973351229037337	1
GO:0009996	0.603557291469492	0.757093620714713	14	15	negative regulation of cell fate specification	BP	0.973351229037337	1
GO:0010951	0.603697766609451	0.75788499737138	13	14	negative regulation of endopeptidase activity	BP	0.973351229037337	1
GO:0010866	0.603720167155647	0.999999975448804	5	5	regulation of triglyceride biosynthetic process	BP	0.973351229037337	1
GO:0006661	0.603902181607609	0.56478344565925	61	67	phosphatidylinositol biosynthetic process	BP	0.973351229037337	1
GO:0043968	0.604077364017558	0.999999975470601	5	5	histone H2A acetylation	BP	0.973351229037337	1
GO:0019079	0.604119100213516	0.999999975473558	5	5	viral genome replication	BP	0.973351229037337	1
GO:1990778	0.604212629924526	0.552334907655507	71	78	protein localization to cell periphery	BP	0.973351229037337	1
GO:0032094	0.605134653365061	0.999999975546952	4	4	response to food	BP	0.973351229037337	1
GO:0033555	0.605321817416097	0.999999975547788	5	5	multicellular organismal response to stress	BP	0.973351229037337	1
GO:0000445	0.605584717782584	0.999999975563148	5	5	THO complex part of transcription export complex	CC	0.973351229037337	1
GO:0005375	0.605817517727161	0.999999975577744	5	5	copper ion transmembrane transporter activity	MF	0.973351229037337	1
GO:1900424	0.605913524096108	0.541453776497598	73	81	regulation of defense response to bacterium	BP	0.973351229037337	1
GO:0008622	0.606011633977589	0.99999997560087	4	4	epsilon DNA polymerase complex	CC	0.973351229037337	1
GO:0071260	0.606032607240938	0.999999975591316	5	5	cellular response to mechanical stimulus	BP	0.973351229037337	1
GO:0031209	0.606386462991485	0.999999975612954	5	5	SCAR complex	CC	0.973351229037337	1
GO:0004784	0.606672881034443	0.999999975641315	4	4	superoxide dismutase activity	MF	0.973351229037337	1
GO:0016721	0.606672881034443	0.999999975641315	4	4	oxidoreductase activity, acting on superoxide radicals as acceptor	MF	0.973351229037337	1
GO:0051224	0.606853772759075	0.755599530167396	13	14	negative regulation of protein transport	BP	0.973351229037337	1
GO:1904950	0.606853772759075	0.755599530167396	13	14	negative regulation of establishment of protein localization	BP	0.973351229037337	1
GO:0002778	0.607481161045513	0.59786197096655	38	42	antibacterial peptide production	BP	0.973351229037337	1
GO:0002786	0.607481161045513	0.59786197096655	38	42	regulation of antibacterial peptide production	BP	0.973351229037337	1
GO:0031053	0.607511830746072	0.999999975683075	5	5	primary miRNA processing	BP	0.973351229037337	1
GO:0000774	0.607513158119739	0.999999975682141	5	5	adenyl-nucleotide exchange factor activity	MF	0.973351229037337	1
GO:0006370	0.607540798892117	0.999999975683555	5	5	7-methylguanosine mRNA capping	BP	0.973351229037337	1
GO:0005845	0.607542614571282	0.999999975683844	5	5	mRNA cap binding complex	CC	0.973351229037337	1
GO:0046185	0.607556310324085	0.999999975684791	5	5	aldehyde catabolic process	BP	0.973351229037337	1
GO:0046949	0.607566788848449	0.753405128779528	15	16	fatty-acyl-CoA biosynthetic process	BP	0.973351229037337	1
GO:1990399	0.607710036322495	0.999999975694007	5	5	epithelium regeneration	BP	0.973351229037337	1
GO:0006591	0.607788678788198	0.999999975698764	5	5	ornithine metabolic process	BP	0.973351229037337	1
GO:0018023	0.607962463228973	0.75389682207527	14	15	peptidyl-lysine trimethylation	BP	0.973351229037337	1
GO:0062125	0.608619005738813	0.754314216206905	13	14	regulation of mitochondrial gene expression	BP	0.973351229037337	1
GO:0098799	0.608619555137768	0.755353909045719	12	13	outer mitochondrial membrane protein complex	CC	0.973351229037337	1
GO:0042632	0.608786849753	0.753295103612044	14	15	cholesterol homeostasis	BP	0.973351229037337	1
GO:0061822	0.608959771885783	0.99999997577015	5	5	ciliary cap	CC	0.973351229037337	1
GO:0140042	0.609713919247169	0.999999975817367	5	5	lipid droplet formation	BP	0.973351229037337	1
GO:0008623	0.610132568021631	0.999999975854007	4	4	CHRAC	CC	0.973351229037337	1
GO:0030709	0.610277802484746	0.999999975851743	5	5	border follicle cell delamination	BP	0.973351229037337	1
GO:0007540	0.610550011159984	0.999999975868694	5	5	sex determination, establishment of X:A ratio	BP	0.973351229037337	1
GO:0035970	0.610604960997425	0.999999975871784	5	5	peptidyl-threonine dephosphorylation	BP	0.973351229037337	1
GO:0006117	0.610834815198258	0.999999975886235	5	5	acetaldehyde metabolic process	BP	0.973351229037337	1
GO:0015485	0.611026259805113	0.999999975897919	5	5	cholesterol binding	MF	0.973351229037337	1
GO:0006595	0.611150455387209	0.999999975905268	5	5	polyamine metabolic process	BP	0.973351229037337	1
GO:0006596	0.611150455387209	0.999999975905268	5	5	polyamine biosynthetic process	BP	0.973351229037337	1
GO:0061617	0.611271837127786	0.757861932027932	9	10	MICOS complex	CC	0.973351229037337	1
GO:0016545	0.61143609290483	0.750571391217616	15	16	male courtship behavior, veined wing vibration	BP	0.973351229037337	1
GO:0000109	0.612434618117238	0.999999975985027	5	5	nucleotide-excision repair complex	CC	0.973351229037337	1
GO:0009949	0.612529819610377	0.999999975990376	5	5	polarity specification of anterior/posterior axis	BP	0.973351229037337	1
GO:0035075	0.612661678535316	0.572019236494941	48	53	response to ecdysone	BP	0.973351229037337	1
GO:0036314	0.612661678535316	0.572019236494941	48	53	response to sterol	BP	0.973351229037337	1
GO:0006970	0.612718648901408	0.749626719575167	15	16	response to osmotic stress	BP	0.973351229037337	1
GO:0031293	0.613722663021785	0.999999976063895	5	5	membrane protein intracellular domain proteolysis	BP	0.973351229037337	1
GO:0000028	0.613782353605663	0.625711002323309	20	23	ribosomal small subunit assembly	BP	0.973351229037337	1
GO:0007263	0.613966258170575	0.999999976078892	5	5	nitric oxide mediated signal transduction	BP	0.973351229037337	1
GO:0034205	0.614262001899752	0.999999976096738	5	5	amyloid-beta formation	BP	0.973351229037337	1
GO:0042987	0.614262001899752	0.999999976096738	5	5	amyloid precursor protein catabolic process	BP	0.973351229037337	1
GO:0050435	0.614262001899752	0.999999976096738	5	5	amyloid-beta metabolic process	BP	0.973351229037337	1
GO:1904398	0.614400845112879	0.590397645682695	41	45	positive regulation of neuromuscular junction development	BP	0.973351229037337	1
GO:0034715	0.614994518397505	0.999999976341797	3	3	pICln-Sm protein complex	CC	0.973351229037337	1
GO:0006879	0.615250559456985	0.750485856276151	12	13	cellular iron ion homeostasis	BP	0.973351229037337	1
GO:0016082	0.615388349456108	0.74843670184324	14	15	synaptic vesicle priming	BP	0.973351229037337	1
GO:0098724	0.615410272804149	0.99999997616746	5	5	symmetric stem cell division	BP	0.973351229037337	1
GO:0000940	0.615424021974336	0.999999976167944	5	5	outer kinetochore	CC	0.973351229037337	1
GO:0043152	0.615996777845338	0.999999976401829	3	3	induction of bacterial agglutination	BP	0.973351229037337	1
GO:0035263	0.616048684569359	0.999999976207099	5	5	genital disc sexually dimorphic development	BP	0.973351229037337	1
GO:0021952	0.616382675766647	0.999999976227214	5	5	central nervous system projection neuron axonogenesis	BP	0.973351229037337	1
GO:0030330	0.616498699948273	0.999999976234425	5	5	DNA damage response, signal transduction by p53 class mediator	BP	0.973351229037337	1
GO:0051092	0.616526274204776	0.999999976235944	5	5	positive regulation of NF-kappaB transcription factor activity	BP	0.973351229037337	1
GO:0030122	0.617063149714656	0.999999976269121	5	5	AP-2 adaptor complex	CC	0.973351229037337	1
GO:0030128	0.617063149714656	0.999999976269121	5	5	clathrin coat of endocytic vesicle	CC	0.973351229037337	1
GO:1903305	0.617079376604353	0.746394567602465	15	16	regulation of regulated secretory pathway	BP	0.973351229037337	1
GO:0019432	0.617121896817916	0.747148979319514	14	15	triglyceride biosynthetic process	BP	0.973351229037337	1
GO:0009201	0.617380071432762	0.590739687543641	30	34	ribonucleoside triphosphate biosynthetic process	BP	0.973351229037337	1
GO:0004656	0.617495876066711	0.661196173107933	24	26	procollagen-proline 4-dioxygenase activity	MF	0.973351229037337	1
GO:0019798	0.617495876066711	0.661196173107933	24	26	procollagen-proline dioxygenase activity	MF	0.973351229037337	1
GO:0005677	0.61798610762633	0.999999976325599	5	5	chromatin silencing complex	CC	0.973351229037337	1
GO:0051101	0.618378548695653	0.745425528987889	15	16	regulation of DNA binding	BP	0.973351229037337	1
GO:0051923	0.6184583364893	0.99999997635433	5	5	sulfation	BP	0.973351229037337	1
GO:0008526	0.618598341684857	0.99999997636291	5	5	phosphatidylinositol transfer activity	MF	0.973351229037337	1
GO:0016363	0.618682597359725	0.999999976368586	5	5	nuclear matrix	CC	0.973351229037337	1
GO:0001522	0.618745671605397	0.747890597374731	12	13	pseudouridine synthesis	BP	0.973351229037337	1
GO:0042159	0.618897638477505	0.999999976381568	5	5	lipoprotein catabolic process	BP	0.973351229037337	1
GO:0006183	0.619368019898629	0.999999976420869	4	4	GTP biosynthetic process	BP	0.973351229037337	1
GO:0006228	0.619368019898629	0.999999976420869	4	4	UTP biosynthetic process	BP	0.973351229037337	1
GO:0046039	0.619368019898629	0.999999976420869	4	4	GTP metabolic process	BP	0.973351229037337	1
GO:0046051	0.619368019898629	0.999999976420869	4	4	UTP metabolic process	BP	0.973351229037337	1
GO:0043154	0.619542784747762	0.999999976421498	5	5	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	BP	0.973351229037337	1
GO:0045740	0.619643517164361	0.745266896724665	14	15	positive regulation of DNA replication	BP	0.973351229037337	1
GO:0006721	0.619803579638619	0.660622790883147	21	23	terpenoid metabolic process	BP	0.973351229037337	1
GO:0016471	0.620127965891077	0.616092586133543	26	29	vacuolar proton-transporting V-type ATPase complex	CC	0.973351229037337	1
GO:0048039	0.620157943609426	0.999999976469291	4	4	ubiquinone binding	MF	0.973351229037337	1
GO:0031428	0.620307459466269	0.99999997646852	5	5	box C/D RNP complex	CC	0.973351229037337	1
GO:0044232	0.620564447165834	0.74548190507381	13	14	organelle membrane contact site	CC	0.973351229037337	1
GO:0004185	0.62074068686566	0.999999976495007	5	5	serine-type carboxypeptidase activity	MF	0.973351229037337	1
GO:0048580	0.620901222468594	0.999999976504986	5	5	regulation of post-embryonic development	BP	0.973351229037337	1
GO:0031314	0.621080422984053	0.999999976515893	5	5	extrinsic component of mitochondrial inner membrane	CC	0.973351229037337	1
GO:0031418	0.621222515426475	0.657843339207	24	26	L-ascorbic acid binding	MF	0.973351229037337	1
GO:0048859	0.62159375906647	0.562730704398043	50	55	formation of anatomical boundary	BP	0.973351229037337	1
GO:0019226	0.621621255851967	0.742994483633116	15	16	transmission of nerve impulse	BP	0.973351229037337	1
GO:0035637	0.621621255851967	0.742994483633116	15	16	multicellular organismal signaling	BP	0.973351229037337	1
GO:0005315	0.621967557061072	0.999999976570159	5	5	inorganic phosphate transmembrane transporter activity	MF	0.973351229037337	1
GO:0019203	0.622089968680666	0.999999976577518	5	5	carbohydrate phosphatase activity	MF	0.973351229037337	1
GO:0050805	0.622419381774199	0.657719007266673	22	24	negative regulation of synaptic transmission	BP	0.973351229037337	1
GO:0022406	0.622605470361347	0.582768719471391	39	43	membrane docking	BP	0.973351229037337	1
GO:0140056	0.622605470361347	0.582768719471391	39	43	organelle localization by membrane tethering	BP	0.973351229037337	1
GO:0015296	0.62265871401047	0.742212958136521	15	16	anion:cation symporter activity	MF	0.973351229037337	1
