GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0029002	1576.59023863586	0.899996883213939	0.227269704546967	3.96003895463307	7.49375383641029e-05	0.00137348441607596	chr3L	271199	275018	+	protein_coding	miple2
FBgn0035390	1128.95326267508	0.393659124420251	0.0994450309581449	3.95856002685481	7.54029916155707e-05	0.00137909361620783	chr3L	3044112	3046812	-	protein_coding	scramb2
FBgn0038261	30.0185807402004	0.912879642798499	0.230896455998228	3.95363211120704	7.69737315529155e-05	0.00140485179676007	chr3R	14798985	14801163	+	protein_coding	CG14856
FBgn0031268	123.592142459467	0.695865752717702	0.176409856037469	3.94459679492003	7.99343613690238e-05	0.00145581507411247	chr2L	574290	575734	+	protein_coding	cold
FBgn0030863	1600.70211880656	0.377190351024885	0.0956472840029193	3.94355527140084	8.02824776445505e-05	0.00145908343298951	chrX	17698916	17703024	-	protein_coding	CG8188
FBgn0033402	1120.45947390438	-0.402331576777882	0.102425301307215	-3.92804875009474	8.56378542523751e-05	0.00155315110510964	chr2R	9302822	9308722	-	protein_coding	Myd88
FBgn0003041	1598.83730262158	0.390980193099247	0.0997648315173599	3.91901822669057	8.89103916518805e-05	0.00160576993357081	chr3L	7896108	7911954	-	protein_coding	pbl
FBgn0031538	217.538424428527	0.574662199377876	0.146626221954007	3.91923212451136	8.88315302968722e-05	0.00160576993357081	chr2L	3460321	3461952	-	protein_coding	CG3246
FBgn0039869	1638.84659237325	0.395526920805203	0.10094089528355	3.91840115638106	8.91382682627506e-05	0.00160653158071053	chr3R	31743489	31744248	+	protein_coding	CG1890
FBgn0028397	365.674523098217	-0.591619839534331	0.15100803823767	-3.91780362448776	8.93594552918582e-05	0.00160716974580014	chrX	16074716	16091495	-	protein_coding	Tob
FBgn0052529	9981.62815534551	-0.371827695894111	0.0949874557655149	-3.9144926337642	9.05945033058048e-05	0.00162600217447825	chrX	19866145	19908108	+	protein_coding	Hers
FBgn0036560	18.8594507642336	0.912290909990127	0.233200160606999	3.91205095063192	9.15155975056341e-05	0.00163913340377068	chr3L	16035484	16037227	+	protein_coding	CG5895
FBgn0038912	598.431081569224	-0.496198241705478	0.126879211409623	-3.9107922897119	9.19938596482936e-05	0.00164429520623427	chr3R	21875292	21877788	+	protein_coding	CG6656
FBgn0031148	2746.02813483828	0.461435572747307	0.1180384886897	3.90919587220682	9.26038577989629e-05	0.00165178551302851	chrX	21045137	21049096	+	protein_coding	Cbs
FBgn0025740	660.420446032933	-0.539789253352093	0.138499093578502	-3.89742083796481	9.72225872525363e-05	0.00173060206239031	chr4	32477	43778	-	protein_coding	PlexB
FBgn0265274	47.2786469581832	0.865713308701162	0.222202262902436	3.89605982132269	9.77702499890871e-05	0.00173677706910799	chr3R	28853605	28859497	-	protein_coding	Inx3
FBgn0021795	2191.30282913519	0.379953595381477	0.0976332178727137	3.8916426566707	9.9567818119497e-05	0.0017650844150651	chr2R	11370299	11371335	-	protein_coding	Tapdelta
FBgn0250785	1346.20613561664	0.402599002554276	0.103629650609671	3.88497886643173	0.000102338790194477	0.00181049667479023	chr2L	20788661	20797042	-	protein_coding	vari
FBgn0034804	40.6223571714031	-0.889063560115051	0.229353344153421	-3.87639239966927	0.000106016660845095	0.00187173496524677	chr2R	22938986	22941169	-	protein_coding	CG3831
FBgn0038804	107.490677815692	0.696041985187885	0.179713917528462	3.87305554717347	0.000107479319079607	0.00188984469381641	chr3R	20562485	20564067	-	protein_coding	CG10877
FBgn0039178	15.9107591790295	0.89004917300619	0.229791222521906	3.87329491195574	0.0001073737664746	0.00188984469381641	chr3R	24283954	24288617	+	protein_coding	CG6356
FBgn0027375	969.453789822952	-0.450852636059854	0.116476380567284	-3.87076447485775	0.000108494577709534	0.00190382675814438	chr3L	14628159	14632077	-	protein_coding	RecQ5
FBgn0026372	64726.4421097479	-0.337072437437604	0.0871945997794613	-3.86574900613285	0.000110748789420687	0.00193944894185903	chr3L	1666287	1668654	-	protein_coding	RpL23A
FBgn0263042	44.9886210173722	-0.86767360785049	0.224729351759432	-3.86097143545057	0.000112937107534515	0.00196992907930556	chr3L	620694	622316	-	protein_coding	CG43337
FBgn0001977	733.259769173816	0.420480517093288	0.108905833369565	3.86095495607122	0.000112944725850833	0.00196992907930556	chr2L	15036292	15038861	-	protein_coding	CIAPIN1
FBgn0053138	1557.93145140004	0.412372963165415	0.106875880391987	3.85842868992479	0.00011411835351399	0.00198639411720226	chr2R	13171400	13174796	+	protein_coding	AGBE
FBgn0036770	2150.99527103069	-0.380005349051688	0.0985112482477686	-3.85748181868456	0.00011456119779179	0.00199009823714212	chr3L	17898888	17907812	-	protein_coding	Prestin
FBgn0032436	17.4997653439949	0.888675609069673	0.230562464040665	3.85438112299553	0.000116022740065609	0.00201144834530578	chr2L	12451944	12453242	-	protein_coding	CG5418
FBgn0259714	120.642565862111	-0.750500489438855	0.195229211494008	-3.84420181639616	0.000120945444517681	0.00209259808104491	chr2L	6377770	6411326	-	protein_coding	DIP-epsilon
FBgn0027578	1173.53526280966	-0.527661509944069	0.137304308717452	-3.84300765848437	0.000121535674697151	0.00209725233798847	chr3R	28883692	28886015	+	protein_coding	Nepl21
FBgn0015903	621.828506952724	-0.466237441755778	0.12133139797781	-3.84267757172834	0.000121699303395007	0.00209725233798847	chr2R	23564890	23599526	+	protein_coding	apt
FBgn0003557	2606.17485387646	-0.338975444009674	0.0883235238179912	-3.83788405802516	0.000124099048228117	0.00213435559884979	chr2L	2037713	2044372	+	protein_coding	Su(dx)
FBgn0011206	288.410627384137	-0.598184602114363	0.15588916813024	-3.8372428905041	0.000124423393375358	0.00213568804779806	chr3L	9097628	9134405	-	protein_coding	bol
FBgn0036449	1586.28504180114	0.371929127674781	0.0970318236449053	3.83306335698566	0.000126557341416739	0.00216630947554736	chr3L	14776495	14786412	-	protein_coding	bmm
FBgn0262870	31.4299419247024	-0.8886966065683	0.231867946714397	-3.83277041592536	0.000126708194963237	0.00216630947554736	chr3L	4629603	4687317	-	protein_coding	axo
FBgn0038088	229.255543137421	-0.549044468965215	0.143292053713075	-3.83164631072013	0.000127288640979733	0.00217194089371927	chr3R	12855543	12859246	-	protein_coding	CG10126
FBgn0032482	3843.96507292695	-0.34520467903745	0.0901221563147203	-3.83040856048697	0.000127930667669599	0.00217859883072777	chr2L	13203761	13210828	+	protein_coding	Pect
FBgn0031769	1334.22993366018	0.35265248719691	0.0921089646336819	3.82864456895604	0.000128850934148078	0.00218995959000988	chr2L	6050799	6053877	+	protein_coding	CG9135
FBgn0037222	311.218080748223	-0.576280633526469	0.150608606359949	-3.8263459669043	0.000130059468145698	0.00220616560574202	chr3R	4241044	4242717	-	protein_coding	CG14642
FBgn0028434	83.6317534619059	0.755528905918032	0.197667037441971	3.82223012847973	0.000132250180067342	0.00223893602301874	chr2R	14852940	14853948	+	protein_coding	Ercc1
FBgn0039651	71.9251492937302	0.762895931123647	0.19965828280825	3.82100817653694	0.000132907245174764	0.0022456651914197	chr3R	29202659	29204133	-	protein_coding	Cyt-c1L
FBgn0263118	367.790783861871	0.473320969873397	0.124053150794032	3.81546915047133	0.000135924437557138	0.00229095647198902	chr3R	26440777	26448991	+	protein_coding	tx
FBgn0037046	25.1574965740063	0.890820310557507	0.233526773530858	3.81463888310774	0.000136382219751976	0.00229095647198902	chr3L	21033553	21034203	-	protein_coding	CG10581
FBgn0264702	74.5552308282802	0.799603261822494	0.209592347163042	3.81504035164263	0.000136160682107922	0.00229095647198902	chr3L	15108000	15108935	-	ncRNA	asRNA:CR43971
FBgn0266421	422.132416022361	0.49550856646909	0.129931206147238	3.81362246347177	0.000136944617695251	0.00229594551876283	chrX	11615096	11615840	-	protein_coding	RPA3
FBgn0034793	518.835062688207	0.500898548099767	0.131503409941999	3.80901566218468	0.000139521120919026	0.00233461744114216	chr2R	22886397	22887578	+	protein_coding	asrij
FBgn0001206	580.792474411254	0.424578588838223	0.111543782557869	3.80638507231858	0.000141012773887351	0.00235502221409165	chrX	10590919	10595855	-	protein_coding	Hmr
FBgn0051116	168.7036051339	0.591132412120817	0.155449391740258	3.80273223010449	0.000143109010621854	0.0023828241228526	chr3R	11797243	11813207	-	protein_coding	ClC-a
FBgn0032601	253.943172295032	-0.711793990782658	0.187189787270359	-3.8025257743074	0.00014322836017609	0.0023828241228526	chr2L	16754335	16758283	+	protein_coding	yellow-b
FBgn0011592	494.940104158516	0.448038448155409	0.117849738536312	3.80177719289008	0.000143661892457478	0.00238544919702427	chr2R	12529052	12564184	+	protein_coding	fra
FBgn0020391	219.335482102444	0.549250371155321	0.144503891389848	3.8009382714375	0.000144149212509692	0.00238895562724395	chr2R	13160062	13163484	+	protein_coding	Nrk
FBgn0032078	4743.03585043467	0.352761935792226	0.0929407378579847	3.79555772767	0.000147311911046046	0.00243670237563928	chr2L	8943454	8951216	-	protein_coding	C1GalTA
FBgn0036059	778.053699376671	-0.446809304817564	0.117737107443054	-3.79497436722464	0.000147658710678779	0.00243777768336281	chr3L	9899240	9903031	+	protein_coding	nudE
FBgn0039804	934.668064559931	-0.419140666669307	0.110461550144748	-3.79444853091477	0.000147971971630951	0.00243829624110354	chr3R	30827818	30842034	+	protein_coding	CG15544
FBgn0035312	222.592370214772	-0.568590087187331	0.149959330488314	-3.79162860580817	0.000149662612886369	0.00246146628152087	chr3L	2172994	2174332	-	protein_coding	CG15820
FBgn0039644	1033.90065934573	0.398943693110693	0.105245906933152	3.79058630150897	0.000150292100314779	0.00246712895602116	chr3R	29158121	29164966	+	protein_coding	rdog
FBgn0039876	243.316279114158	0.545506660450346	0.144045293597851	3.78704952327914	0.000152446724914174	0.00249775874475857	chr3R	31775048	31776652	-	protein_coding	CG2126
FBgn0026150	956.651250038639	0.384932432687709	0.101687795874949	3.78543392917162	0.00015344059868593	0.0025092903955236	chr2L	16908228	16910418	-	protein_coding	ApepP
FBgn0028325	2668.15137514318	-0.368402716365482	0.0973778915026235	-3.78322749322988	0.000154807799817305	0.00252687221928208	chrX	4702283	4705265	+	protein_coding	Pdha
FBgn0035285	925.391993687974	0.376212524604821	0.0995727103436423	3.77826940038538	0.000157921990463178	0.00257284960357242	chr3L	1865429	1869491	+	protein_coding	CG12025
FBgn0050185	450.660310112524	0.452454933181698	0.119988078930372	3.77083237947542	0.000162703936565455	0.00264577397599201	chr2R	23544023	23544901	+	protein_coding	AIMP3
FBgn0051955	449.717778420434	-0.475655927044629	0.126225693250189	-3.76829720476831	0.000164364937935529	0.00266776937726127	chr2L	3711880	3713105	-	protein_coding	CG31955
FBgn0030672	5965.81651364365	-0.372760987112731	0.0989561230587491	-3.7669320057277	0.000165265987762977	0.00267737089913392	chrX	15705805	15710539	-	protein_coding	CG9281
FBgn0038595	142.248502305001	-0.641111531877199	0.170779429711738	-3.75403251409928	0.000174012276998669	0.0028137947818981	chr3R	18278180	18279522	-	protein_coding	CG7142
FBgn0032881	206.600041577055	0.57931584549895	0.154498456173893	3.74965459102653	0.000177078307642509	0.00285803067055101	chr2L	20750933	20752341	-	protein_coding	Amacr
FBgn0265140	5192.95059225705	0.33264392068043	0.0888483947031304	3.74394969984426	0.000181149933356265	0.00291830181278407	chr3R	14664906	14697292	-	protein_coding	Meltrin
FBgn0036688	369.844438293038	0.517153124956132	0.138243236294431	3.740892783027	0.000183367737203132	0.00294853958093736	chr3L	17024327	17027117	+	protein_coding	Fit2
FBgn0003890	1685.89067006599	-0.528884569470936	0.14174745634241	-3.73117502858989	0.000190588747015848	0.00305896706945103	chr3R	27967007	27988384	-	protein_coding	betaTub97EF
FBgn0267975	1139.88814830893	-0.41193205295041	0.110421527516449	-3.73054115637956	0.000191068926741673	0.00306099497267076	chr3R	19215433	19226651	-	protein_coding	vib
FBgn0028540	126.876453702988	-0.680367299522592	0.182453746548133	-3.7289850846834	0.000192252529844694	0.0030742636519158	chr2L	13774339	13780165	-	protein_coding	CG9008
FBgn0262127	3412.76220438749	-0.436183090938668	0.117048216751903	-3.72652487190989	0.000194137923112086	0.0030875343970636	chr3R	14697688	14724261	-	protein_coding	kibra
FBgn0025682	8797.87815340482	-0.338076206444346	0.0907333327824327	-3.7260419746182	0.000194510027326282	0.0030875343970636	chr3L	1298671	1300389	+	protein_coding	scf
FBgn0035173	494.639590294733	0.454030084708561	0.121842649169976	3.72636419022019	0.000194261664628396	0.0030875343970636	chr3L	877290	882013	-	protein_coding	CG13907
FBgn0032420	135.240058573729	0.638991199711803	0.171441107508362	3.72717610728593	0.000193637162580578	0.0030875343970636	chr2L	12171203	12172586	-	protein_coding	CG6583
FBgn0024273	1556.57732255846	-0.374369505208432	0.100573580500784	-3.72234441037437	0.000197381537489256	0.00312165937992606	chr3R	28824505	28832024	-	protein_coding	WASp
FBgn0052687	317.3270739544	-0.478540988751457	0.128543947915116	-3.72278116949901	0.000197040289652623	0.00312165937992606	chrX	10482027	10487205	-	protein_coding	CG32687
FBgn0034636	16.4482463299341	-0.845676723293389	0.227222747797197	-3.72179604151333	0.000197810774341012	0.00312273906719726	chr2R	21560245	21576035	-	protein_coding	twz
FBgn0034894	544.788924630891	-0.455137650088141	0.122389935514202	-3.71875063236167	0.000200210578894752	0.00315486651733788	chr2R	23698948	23702406	-	protein_coding	sigmar
FBgn0259935	53.952524842454	0.791314364479334	0.212862797833108	3.71748550021292	0.000201215531504893	0.00316493738736151	chr3L	7423826	7454717	+	protein_coding	CG42458
FBgn0036821	410.598239013373	-0.869527506231181	0.233998367290683	-3.7159554414797	0.000202437258917751	0.00317837518493188	chr3L	18878249	18890483	-	protein_coding	CG3961
FBgn0263257	81.2540892496189	-0.75302063867059	0.202759799300932	-3.71385571137289	0.000204125206551189	0.00319907094542452	chrX	15386037	15441252	-	protein_coding	Cngl
FBgn0035811	89.7354989598378	0.762943255633671	0.205593373554693	3.7109331027671	0.000206496673985706	0.00323038467748705	chr3L	7719349	7721472	+	protein_coding	Mcad
FBgn0029881	4431.47340026144	-0.444958174888534	0.119943237746345	-3.70973956722369	0.000207472556350101	0.00323979257217459	chrX	6600061	6653015	+	protein_coding	pigs
FBgn0266417	113.404704743918	-0.693450368508939	0.186976066326595	-3.70876541651954	0.000208272269759564	0.00324642055079277	chr3L	16354745	16359428	-	protein_coding	ringer
FBgn0027552	904.10727357135	-0.466228655225429	0.125863911433206	-3.70422824077614	0.000212035283705009	0.00329636139187642	chr3L	3941007	3942465	-	protein_coding	CG10863
FBgn0050359	45.0039679120687	0.817567522379323	0.220726428348158	3.70398564638463	0.000212238272485859	0.00329636139187642	chr2R	8462752	8465092	+	protein_coding	Mal-A5
FBgn0033356	853.660845075891	-0.47227025383937	0.127534810922171	-3.70306938493505	0.000213006593851743	0.0033023656691961	chr2R	8948112	8951086	-	protein_coding	CG8229
FBgn0031914	435.512086063389	-0.466443718164057	0.126508631276062	-3.68705054713779	0.000226868306099396	0.00351097981407134	chr2L	7437491	7445882	+	protein_coding	CG5973
FBgn0036196	190.660699508066	-0.607295376172521	0.16500268027337	-3.68051825077252	0.000232760397858131	0.00359573250334051	chr3L	11699495	11708553	-	protein_coding	CG11658
FBgn0034013	1528.63480876391	0.35883103454563	0.0979274191541008	3.66425499257736	0.000248059562733916	0.00382524648344226	chr2R	15340471	15368300	+	protein_coding	unc-5
FBgn0037074	2795.73959714356	-0.305473436416677	0.0834175960669146	-3.66197841725907	0.000250274949214339	0.00385254196735452	chr3L	21337680	21343716	-	protein_coding	CG7324
FBgn0085354	151.828018566239	0.620897432139935	0.169646232974186	3.65995413664394	0.000252260394847169	0.00387620723947221	chrX	16714448	16721411	-	protein_coding	CG34325
FBgn0033502	85.0691964949956	-0.698283930316798	0.19090697780326	-3.65771821623209	0.000254470584625316	0.00390323586452768	chr2R	10265056	10269205	+	protein_coding	CG12910
FBgn0260429	80.7624219907811	-0.836553536807628	0.228763159015041	-3.6568542785013	0.000255329434087594	0.00390947775980845	chr2R	15613853	15657214	+	protein_coding	CG42524
FBgn0035708	1388.21995490781	-0.403595447533785	0.110495687221722	-3.65259004836927	0.000259608513513271	0.00396797394064189	chr3L	6609324	6619113	+	protein_coding	axed
FBgn0031688	31.9590312595118	0.844628575907586	0.231273838868449	3.6520714147354	0.000260133515425238	0.00396898596462739	chr2L	5207266	5209345	+	protein_coding	Cyp28d2
FBgn0039756	1755.76069612653	0.363990590368097	0.0996985164174213	3.65091280640654	0.0002613099482944	0.00397828389506111	chr3R	30196359	30202998	-	protein_coding	CG9743
FBgn0261109	353.972476089624	0.512633648684458	0.140425783709542	3.65056640698403	0.000261662644352072	0.00397828389506111	chr3L	15578768	15580537	-	protein_coding	mrn
FBgn0034970	1243.03082943287	-0.357998001867734	0.098123314819184	-3.64844993799315	0.000263827298073582	0.00400415781690274	chr2R	24065974	24068485	-	protein_coding	yki
FBgn0031992	198.519336169728	0.591922683314381	0.162328279095599	3.64645449709835	0.000265883534128766	0.00402829851794738	chr2L	8161795	8162452	-	protein_coding	Acbp1
FBgn0004387	2151.15384709851	-0.344980305348963	0.0946480968207819	-3.64487313466207	0.000267523736538353	0.00404606266572253	chr3R	27547774	27559145	-	protein_coding	Klp98A
FBgn0029147	984.266892787678	0.496077432495957	0.136172148159167	3.64301686653359	0.000269461173983168	0.00406825238416822	chr2R	22127807	22130184	+	protein_coding	NtR
FBgn0014029	3209.29869957985	0.368013074401282	0.101170000562004	3.63757114121728	0.000275221187395616	0.00414797646717678	chr3R	20586128	20588356	-	protein_coding	Sep2
FBgn0013347	603.150129505286	0.432366191685742	0.119108319622417	3.63002511542753	0.000283393643618915	0.00425691043018779	chr3R	23890387	23891060	-	protein_coding	TfIIA-S
FBgn0033224	1467.09747163672	-0.354794589428607	0.097739849505704	-3.62998911112403	0.000283433176255712	0.00425691043018779	chr2R	7800784	7806385	-	protein_coding	Nop17l
FBgn0010314	332.037720189614	0.544250240014577	0.150010465273681	3.62808180763681	0.000285534793250656	0.00428104245478583	chr2L	9330762	9331981	+	protein_coding	Cks30A
FBgn0031126	358.015503058304	-0.453620883977521	0.125072076465426	-3.62687577273027	0.000286871222768113	0.00429363831862793	chrX	20657121	20661425	+	protein_coding	Cyp6v1
FBgn0039209	1674.54604403036	-0.493820086647273	0.136213830763851	-3.62532999680033	0.000288592695346389	0.00431194370888016	chr3R	24557367	24582864	-	protein_coding	REPTOR
FBgn0030305	507.004915337997	0.456610745327676	0.125986016383907	3.62429703258718	0.000289748458082728	0.004321748122196	chrX	11483517	11485060	+	protein_coding	Uba5
FBgn0025383	78.8863262908838	-0.728864830659598	0.201749796220275	-3.61271656435184	0.000303005855369172	0.00451004812947846	chrX	1472521	1473727	+	protein_coding	CG14780
FBgn0015288	8580.50783435834	-0.31266620040631	0.0865544008616861	-3.61236629557347	0.00030341556020766	0.00451004812947846	chrX	762559	765130	-	protein_coding	RpL22
FBgn0035132	1429.48199867265	-0.346717670110257	0.0960488272561186	-3.60980638717971	0.00030642563945229	0.00454697805643527	chr3L	332800	342915	-	protein_coding	mthl10
FBgn0031952	428.729114809331	-0.4398260198615	0.121887183073953	-3.6084681651445	0.00030801030088618	0.00455486685977152	chr2L	7801667	7810703	-	protein_coding	cdc14
FBgn0028394	149.702761502206	-0.610946908409976	0.169299635787761	-3.60867231383697	0.000307768062338814	0.00455486685977152	chr2L	8529140	8541439	+	protein_coding	CG17834
FBgn0054056	74.7456283763863	-0.720811093099178	0.200267591317457	-3.59923983884429	0.000319148742448032	0.00471152861931386	chr3L	895950	897364	+	protein_coding	CG34056
FBgn0031816	172.757101936185	0.58852307040726	0.163726944663843	3.59454011443009	0.000324965075668239	0.00478922124294026	chr2L	6459014	6465669	-	protein_coding	Rchy1
FBgn0287423	48732.4488501852	-0.726443633253002	0.202325946882085	-3.59046204625633	0.000330092295452422	0.0048565109659165	chr3L	13356375	13357223	+	protein_coding	Nplp2
FBgn0038043	377.567522107068	0.481909902450649	0.134287669685439	3.58863850701627	0.000332409378827591	0.0048822980241723	chr3R	12422767	12423606	+	protein_coding	CG17202
FBgn0265530	46.2772049678839	-0.812528323611997	0.227093827319899	-3.57794103521544	0.000346311549919553	0.00507786647178653	chr2R	16814394	16815495	-	ncRNA	lncRNA:CR44380
FBgn0086757	610.699893723324	-0.392306774615624	0.109853046379004	-3.57119613471733	0.000355354655966255	0.00520164657997305	chr2R	13450585	13453393	+	protein_coding	cbs
FBgn0025683	3193.5832204536	-0.296125381702984	0.0829524618436628	-3.56982029371327	0.000357226203379762	0.00522020926594311	chr2L	122623	130791	-	protein_coding	CG3164
FBgn0037028	318.401228967177	0.51542433463806	0.144466446958262	3.56777885446974	0.000360020151898192	0.00525216582474074	chr3L	20813352	20816075	-	protein_coding	CG3618
FBgn0037718	2576.17250053402	-0.329695555471008	0.0924238386391502	-3.56721339781435	0.000360797651725451	0.0052546472812742	chr3R	9586941	9589581	+	protein_coding	P58IPK
FBgn0030966	247.858850843008	0.511255366450506	0.143345438630533	3.56659668654155	0.00036164741625174	0.00525817108906521	chrX	18846388	18848566	-	protein_coding	shop
FBgn0033153	252.742347264717	0.548012887949332	0.153716888002673	3.56507925101764	0.000363746259996188	0.00527981358259568	chr2R	7249160	7250655	+	protein_coding	Gadd45
FBgn0261550	10489.5229893034	-0.336515210799033	0.0945060290469221	-3.56078034589681	0.000369754302110755	0.00534907101598686	chr3R	20309343	20324196	+	protein_coding	CG42668
FBgn0035766	1626.54188757034	-0.333452183206209	0.0936366854921809	-3.56112758000233	0.000369265593399231	0.00534907101598686	chr3L	7335441	7339340	-	protein_coding	eco
FBgn0031988	1854.6928650985	-0.35618220611304	0.100079210534954	-3.55900295585005	0.000372265342593655	0.00537640647542188	chr2L	8127000	8133989	+	protein_coding	CG8668
FBgn0038465	6164.11825980966	-0.33452076010613	0.0940835282873215	-3.55557201346167	0.000377157617887064	0.00543798425390166	chr3R	17002874	17007208	+	protein_coding	Irc
FBgn0035850	1314.19050440021	-0.356196184896892	0.100222452486183	-3.55405576356253	0.000379338772258479	0.00546033231082879	chr3L	8186856	8191118	+	protein_coding	Atg18a
FBgn0027945	206.970149357044	0.539950801940648	0.152053691004634	3.55105356780975	0.00038369231485057	0.00551382427869149	chr3L	21280490	21281506	-	protein_coding	ppl
FBgn0000139	648.638301088125	-0.407340418751661	0.114750113114369	-3.54980407161494	0.000385517958674919	0.00553087207379224	chr3R	24650124	24653376	+	protein_coding	ash2
FBti0060355	83.9579211145661	0.700802437907602	0.197624099981457	3.54613854268461	0.000390920626427594	0.00559909658812105	chr2L	22191533	22191799	+	transposable_element	NA
FBgn0010768	336.304538579969	-0.47991141850696	0.135390096560248	-3.54465674151729	0.000393124686434562	0.00560934154624729	chr3R	19164210	19170576	+	protein_coding	sqz
FBgn0003279	63184.3672856885	-0.330688751193752	0.0932850451650269	-3.54492781354979	0.000392720622788854	0.00560934154624729	chr3R	27922820	27924888	+	protein_coding	RpL4
FBgn0034221	140.641568085875	-0.71815797542975	0.202620453430765	-3.54435084548432	0.000393581125716345	0.00560934154624729	chr2R	17453398	17455729	+	protein_coding	CG10764
FBgn0043362	1321.1799840029	-0.332598331945118	0.0939016197481439	-3.54198716526071	0.000397124796508736	0.00565053719506098	chr2L	5907168	5922776	+	protein_coding	bchs
FBgn0286198	4804.81238099601	-0.404488082992393	0.114238575832319	-3.54073114134498	0.000399019956887774	0.00566818004439431	chr2L	7791174	7795959	-	protein_coding	LKRSDH
FBgn0002780	3702.3902318318	-0.320331291188062	0.0905969910990309	-3.53578289192751	0.000406568678164018	0.00576594366360151	chr3R	32052059	32054974	+	protein_coding	mod
FBgn0035903	105.310962703977	-0.629753131448252	0.178255380966223	-3.53287024512086	0.000411074174525767	0.00582029899152605	chr3L	8512766	8518738	+	protein_coding	CG6765
FBgn0035644	395.272528459228	-0.474447053365273	0.134351641318644	-3.53138263670347	0.000413393267450795	0.00584357051751116	chr3L	5895690	5897435	-	protein_coding	DNApol-epsilon58
FBgn0034403	68.6265090213647	0.746419185872999	0.211679488247243	3.52617625851957	0.000421606274423231	0.00594994433937255	chr2R	18851906	18853043	-	protein_coding	CG18190
FBgn0000928	663.012708048194	0.421550889140747	0.119584524937466	3.52512910312759	0.000423276449359089	0.00596378593388514	chrX	2720467	2724158	+	protein_coding	fs(1)Yb
FBgn0035932	30.1064750155652	0.817843169284928	0.232159975222865	3.52275696316657	0.000427082803596266	0.00600763143725415	chr3L	8808543	8809307	+	protein_coding	CG13308
FBgn0039590	1419.75697088498	0.376072654305382	0.106789298610697	3.52163240322764	0.000428898426538909	0.00602337709088977	chr3R	28607938	28635099	-	protein_coding	CG10011
FBgn0033483	4853.15762229263	-0.286356661981571	0.0813252599626716	-3.52112814779822	0.000429714894333853	0.00602506248117044	chr2R	10078365	10084210	+	protein_coding	egr
FBgn0051216	1465.79692102131	0.339773192433508	0.0965204466700289	3.52021985139665	0.000431189229409708	0.00602620036126556	chr3R	19671449	19698742	+	protein_coding	Naam
FBgn0261811	4356.53281689011	0.3616410956543	0.102723451451491	3.52053100381928	0.000430683639799262	0.00602620036126556	chrX	19830214	19852059	-	protein_coding	pico
FBgn0004650	135.840778251201	-0.600821613852911	0.170760804038569	-3.51849838864196	0.000433996451438705	0.00605565048612296	chrX	1322512	1329438	+	protein_coding	fs(1)N
FBgn0050344	642.759863174284	-0.395129455867618	0.112410536682077	-3.51505710701422	0.000439659433616212	0.00612478866379041	chr2R	9145259	9148512	+	protein_coding	CG30344
FBgn0036290	1061.3465226113	0.389758136693187	0.111084804520867	3.50865393673148	0.000450380513740214	0.0062640543800106	chr3L	12498105	12501311	-	protein_coding	CG10638
FBgn0032140	2122.35524846731	0.38121132894781	0.108684754947747	3.50749586849681	0.00045234537787234	0.00628128389080836	chr2L	9736644	9737949	+	protein_coding	CG13117
FBgn0034950	91.3543741752648	0.669381693985376	0.190866450333355	3.50706838638365	0.000453072694928768	0.00628130109587945	chr2R	23988737	23992049	+	protein_coding	Pask
FBgn0051098	165.33508821135	-0.575098707624189	0.164260378653997	-3.50114076405239	0.000463271077928695	0.00640468553625367	chr3R	25291369	25292977	-	protein_coding	CG31098
FBgn0029506	11976.9869059782	0.390996421536639	0.111680204295055	3.50103605204412	0.000463453143647532	0.00640468553625367	chr2R	7012253	7018362	+	protein_coding	Tsp42Ee
FBgn0038745	1452.98351736528	-0.33012058695494	0.0943220200366685	-3.49993126553696	0.000465378139255243	0.00641845437822856	chr3R	19897371	19903689	-	protein_coding	CG4538
FBgn0010549	416.289033541807	-0.445318892865922	0.12724802421697	-3.49961341723162	0.000465933342911517	0.00641845437822856	chr2R	9390164	9395281	+	protein_coding	l(2)03659
FBti0019249	183.973846412622	-0.58049090745182	0.165911089113415	-3.49880716565607	0.000467344441359643	0.00642765780954256	chr2L	22182156	22182648	+	transposable_element	NA
FBgn0004872	982.892619996336	0.394149172176564	0.112855433959485	3.49251390338955	0.000478496685371507	0.00657059496055382	chr2L	10982204	10987420	-	protein_coding	piwi
FBgn0023129	344.511891864035	-0.440454134335919	0.126216309376255	-3.48967686119637	0.000483604932013214	0.00663021595379765	chr3L	9423252	9424781	+	protein_coding	aay
FBgn0029823	2253.03083881253	0.356912822237674	0.102331091789615	3.48782384704211	0.000486968793593047	0.00666577062242635	chrX	5913066	5916797	-	protein_coding	Shmt
FBgn0261445	6643.84547862227	-0.289028475367049	0.0832545740013627	-3.47162277669355	0.000517322710173609	0.00707007703903933	chr3L	6959553	6964758	-	protein_coding	sgl
FBgn0014033	6476.70028875081	-0.433051130105121	0.124784713158581	-3.47038606848248	0.000519710771701898	0.00709151086118788	chr2L	4121701	4124153	+	protein_coding	Sr-CI
FBgn0053558	2536.22978314616	0.413505601324702	0.119192200796198	3.46923371296532	0.000521945193120818	0.00711078404045385	chr2R	6924686	6971637	-	protein_coding	mim
